2026-2-23,21:37:32,15.80,43.27,941.87
2026-2-23,21:47:34,15.69,43.44,941.86
2026-2-23,21:57:37,15.59,43.73,941.93
2026-2-23,22:7:39,15.51,43.92,942.03
2026-2-23,22:17:42,15.44,44.13,942.04
2026-2-23,22:27:45,15.34,44.36,942.12
2026-2-23,22:37:48,15.26,44.58,942.19
2026-2-23,22:47:51,15.18,44.83,942.11
2026-2-23,22:57:54,15.08,45.01,942.06
2026-2-23,23:7:56,15.04,45.28,942.09
2026-2-23,23:17:59,15.00,45.41,942.08
2026-2-23,23:28:1,14.94,45.59,942.12
2026-2-23,23:38:4,14.87,45.70,942.13
2026-2-23,23:48:7,14.79,45.83,942.09
2026-2-23,23:58:10,14.70,45.99,942.10
2026-2-24,0:8:13,14.55,46.18,942.12
2026-2-24,0:18:15,14.45,46.37,942.13
2026-2-24,0:28:18,14.34,46.55,942.02
2026-2-24,0:38:21,14.21,46.58,942.07
2026-2-24,0:48:23,14.09,46.74,942.05
2026-2-24,0:58:25,13.97,46.93,941.94
2026-2-24,1:8:28,13.86,47.06,941.90
2026-2-24,1:18:31,13.76,47.24,941.87
2026-2-24,1:28:33,13.63,47.39,941.77
2026-2-24,1:38:36,13.51,47.50,941.70
2026-2-24,1:48:39,13.38,47.73,941.61
2026-2-24,1:58:42,13.31,47.81,941.62
2026-2-24,2:8:44,13.23,47.89,941.49
2026-2-24,2:18:47,13.16,47.98,941.45
2026-2-24,2:28:50,13.05,48.09,941.40
2026-2-24,2:38:52,13.00,48.25,941.38
2026-2-24,2:48:55,12.88,48.37,941.28
2026-2-24,2:58:57,12.76,48.55,941.27
2026-2-24,3:9:0,12.69,48.69,941.18
2026-2-24,3:19:2,12.64,48.72,941.06
2026-2-24,3:29:5,12.56,48.77,940.95
2026-2-24,3:39:8,12.48,48.89,940.83
2026-2-24,3:49:11,12.42,48.90,940.82
2026-2-24,3:59:13,12.39,48.98,940.80
2026-2-24,4:9:15,12.26,49.07,940.68
2026-2-24,4:19:18,12.18,49.21,940.65
2026-2-24,4:29:21,12.11,49.29,940.62
2026-2-24,4:39:24,12.03,49.51,940.57
2026-2-24,4:49:27,11.94,49.57,940.55
2026-2-24,4:59:29,11.86,49.71,940.61
2026-2-24,5:9:32,11.74,49.95,940.54
2026-2-24,5:19:34,11.64,50.02,940.58
2026-2-24,5:29:36,11.56,50.13,940.49
2026-2-24,5:39:39,11.49,50.20,940.53
2026-2-24,5:49:42,11.39,50.36,940.56
2026-2-24,5:59:45,11.29,50.50,940.58
2026-2-24,6:9:47,11.18,50.70,940.56
2026-2-24,6:19:50,11.09,50.81,940.53
2026-2-24,6:29:53,11.01,50.96,940.48
2026-2-24,6:39:56,10.94,51.10,940.45
2026-2-24,6:49:58,10.87,51.26,940.43
2026-2-24,7:0:1,10.78,51.43,940.46
2026-2-24,7:10:3,10.69,51.58,940.50
2026-2-24,7:20:6,10.66,51.66,940.55
2026-2-24,7:30:9,10.63,51.72,940.42
2026-2-24,7:40:11,10.59,51.78,940.46
2026-2-24,7:50:14,10.56,51.91,940.47
2026-2-24,8:0:16,10.48,52.00,940.48
2026-2-24,8:10:20,10.47,52.08,940.47
2026-2-24,8:20:22,10.47,52.16,940.48
2026-2-24,8:30:24,10.50,52.07,940.45
2026-2-24,8:40:28,10.53,52.09,940.52
2026-2-24,8:50:30,10.58,52.09,940.61
2026-2-24,9:0:33,10.65,52.00,940.68
2026-2-24,9:10:35,10.67,51.99,940.74
2026-2-24,9:20:38,10.72,51.96,940.77
2026-2-24,9:30:41,10.78,52.09,940.86
2026-2-24,9:40:44,10.83,51.99,940.82
2026-2-24,9:50:47,10.98,51.95,940.64
2026-2-24,10:0:49,11.08,51.92,940.61
2026-2-24,10:10:52,11.22,51.89,940.66
2026-2-24,10:20:55,11.37,51.95,940.66
2026-2-24,10:30:58,11.46,51.97,940.66
2026-2-24,10:41:1,11.64,51.90,940.62
2026-2-24,10:51:4,11.85,51.79,940.60
2026-2-24,11:1:7,12.08,51.62,940.42
2026-2-24,11:11:10,12.40,51.40,940.29
2026-2-24,11:21:13,12.66,51.08,940.29
2026-2-24,11:31:16,13.00,50.61,940.09
2026-2-24,11:41:20,14.06,49.01,940.02
2026-2-24,11:51:23,15.51,46.97,939.91
2026-2-24,12:1:26,16.68,45.40,939.92
2026-2-24,12:11:30,17.52,44.31,939.92
2026-2-24,12:21:33,18.18,43.49,939.74
2026-2-24,12:31:36,18.62,43.02,939.64
2026-2-24,12:41:39,18.77,42.98,939.57
2026-2-24,12:51:41,18.85,42.91,939.40
2026-2-24,13:1:44,18.98,42.68,939.17
2026-2-24,13:11:47,19.11,42.51,939.02
2026-2-24,13:21:50,19.17,42.20,938.85
2026-2-24,13:31:53,19.25,41.86,938.79
2026-2-24,13:41:56,19.22,41.74,938.69
2026-2-24,13:51:59,19.20,41.81,938.52
2026-2-24,14:2:1,19.20,41.62,938.33
2026-2-24,14:12:3,19.23,41.29,938.22
2026-2-24,14:22:6,19.26,40.91,938.13
2026-2-24,14:32:9,19.31,40.49,938.07
2026-2-24,14:42:11,19.33,40.12,937.81
2026-2-24,14:52:14,19.36,39.89,937.67
2026-2-24,15:2:17,19.34,39.69,937.55
2026-2-24,15:12:19,19.33,39.59,937.47
2026-2-24,15:22:22,19.22,39.50,937.28
2026-2-24,15:32:24,19.17,39.49,937.29
2026-2-24,15:42:27,19.19,39.27,937.14
2026-2-24,15:52:30,19.22,38.87,936.90
